iteration = 1 , objective = 0.6838089108757762, inputs = [0.95, 1.1], constraints = [0.38240745957532796]
iteration = 144 , objective = 0.6733406570717357, inputs = [1.0066056365228537, 1.0703868591340302], constraints = [0.4241739057609701]
iteration = 145 , objective = 0.6734225240422674, inputs = [1.0056365842640946, 1.0703831459976438], constraints = [0.4250895536099757]
iteration = 146 , objective = 0.6734679221318919, inputs = [1.0051018009847639, 1.0703810968581517], constraints = [0.42559431484421195]
iteration = 147 , objective = 0.6734679086931559, inputs = [1.005101815885925, 1.0703810968581517], constraints = [0.42559432910171713]
iteration = 148 , objective = 0.67346793623306, inputs = [1.0051018009847639, 1.070381111759313], constraints = [0.4255942420646981]
iteration = 149 , objective = 0.6734679359735194, inputs = [1.0051018009847639, 1.0703810968581517], constraints = [0.42559428281691275]
iteration = 150 , objective = 0.6734679121565954, inputs = [1.005101815885925, 1.0703810968581517], constraints = [0.4255943173694241]
iteration = 151 , objective = 0.6734679224794287, inputs = [1.0051018009847639, 1.070381111759313], constraints = [0.42559427388839066]
iteration = 152 , objective = 0.673467922131974, inputs = [1.0051018009847639, 1.0703810968581517], constraints = [0.42559431484402477]
iteration = 153 , objective = 0.6734679086951874, inputs = [1.005101815885925, 1.0703810968581517], constraints = [0.4255943290970182]
iteration = 154 , objective = 0.673467935661436, inputs = [1.0051018009847639, 1.070381111759313], constraints = [0.4255942433873447]
iteration = 155 , objective = 0.666485985526532, inputs = [1.2999999999999998, 1.071598061874956], constraints = [0.10574567693409237]
iteration = 156 , objective = 0.6660072805455602, inputs = [1.1565438761735443, 1.0710060572959992], constraints = [0.2696118779149272]
iteration = 157 , objective = 0.6682811320131478, inputs = [1.08521822983033, 1.0707117156666148], constraints = [0.34595649543319074]
iteration = 158 , objective = 0.6702884757397558, inputs = [1.0482725408962945, 1.070559250812287], constraints = [0.38360987107233685]
iteration = 159 , objective = 0.6716169284635238, inputs = [1.0286157329342565, 1.0704781324883645], constraints = [0.4030197573236079]
iteration = 160 , objective = 0.6724171618342559, inputs = [1.017988476799719, 1.0704342766798736], constraints = [0.41331271831982913]
iteration = 161 , objective = 0.6728791002277561, inputs = [1.0121886601308925, 1.0704103424069162], constraints = [0.4188676300557762]
iteration = 162 , objective = 0.6731401447765966, inputs = [1.0090065300889342, 1.0703972106178685], constraints = [0.4218964258887627]
iteration = 163 , objective = 0.6732861114752886, inputs = [1.0072555006432906, 1.0703899845934783], constraints = [0.4235572641429843]
iteration = 164 , objective = 0.6733672723622068, inputs = [1.0062903919133277, 1.0703860018510754], constraints = [0.4244708832860118]
iteration = 165 , objective = 0.673412262285847, inputs = [1.0057579758808788, 1.0703838047142735], constraints = [0.4249743507842039]
iteration = 166 , objective = 0.6734122488727385, inputs = [1.00575799078204, 1.0703838047142735], constraints = [0.4249743649798713]
iteration = 167 , objective = 0.6734122732435776, inputs = [1.0057579758808788, 1.0703838196154347], constraints = [0.4249742852848887]
iteration = 168 , objective = 0.6734122772057359, inputs = [1.0057579758808788, 1.0703838047142735], constraints = [0.42497431626375554]
iteration = 169 , objective = 0.6734122523381433, inputs = [1.00575799078204, 1.0703838047142735], constraints = [0.4249743529689014]
iteration = 170 , objective = 0.6734122611416075, inputs = [1.0057579758808788, 1.0703838196154347], constraints = [0.42497431328546115]
iteration = 171 , objective = 0.6734122622859271, inputs = [1.0057579758808788, 1.0703838047142735], constraints = [0.42497435078401674]
iteration = 172 , objective = 0.6734122488748057, inputs = [1.00575799078204, 1.0703838047142735], constraints = [0.4249743649750905]
iteration = 173 , objective = 0.6734122727793903, inputs = [1.0057579758808788, 1.0703838196154347], constraints = [0.4249742863588871]
iteration = 174 , objective = 0.6664852098680756, inputs = [1.2999999999999998, 1.0716674387334233], constraints = [0.10557217828456965]
iteration = 175 , objective = 0.6660032029347233, inputs = [1.1568446074512257, 1.0710429217819428], constraints = [0.2691849210450306]
iteration = 176 , objective = 0.6682616784637677, inputs = [1.0856703974016637, 1.0707324235192313], constraints = [0.34543383578573095]
iteration = 177 , objective = 0.6702558445230308, inputs = [1.048807713619119, 1.0705716096617202], constraints = [0.3830458541934169]
iteration = 178 , objective = 0.6715753021663214, inputs = [1.0291990532687685, 1.0704860666684275], constraints = [0.40243439967580663]
iteration = 179 , objective = 0.6723697605605449, inputs = [1.0186005751969514, 1.0704398306929752], constraints = [0.41271502584551656]
iteration = 180 , objective = 0.672828272504382, inputs = [1.012818255081884, 1.0704146052588057], constraints = [0.4182618758232707]
iteration = 181 , objective = 0.6730872897412992, inputs = [1.0096467365652995, 1.070400769474905], constraints = [0.4212854602095181]
iteration = 182 , objective = 0.6732320713259629, inputs = [1.0079021270584856, 1.0703931585970237], constraints = [0.42294293706580804]
iteration = 183 , objective = 0.6733125445567072, inputs = [1.0069408847291565, 1.0703889651669443], constraints = [0.4238544115299642]
iteration = 184 , objective = 0.6733571374039253, inputs = [1.006410785115346, 1.070386652601634], constraints = [0.42435652828047155]
iteration = 185 , objective = 0.6733571240169658, inputs = [1.0064108000165073, 1.070386652601634], constraints = [0.42435654241312415]
iteration = 186 , objective = 0.6733571456733073, inputs = [1.006410785115346, 1.070386667502795], constraints = [0.42435646900767304]
iteration = 187 , objective = 0.6733571536501324, inputs = [1.006410785115346, 1.070386652601634], constraints = [0.42435649069321774]
iteration = 188 , objective = 0.6733571274841946, inputs = [1.0064108000165073, 1.070386652601634], constraints = [0.42435653006291324]
iteration = 189 , objective = 0.6733571351054248, inputs = [1.006410785115346, 1.070386667502795], constraints = [0.42435649345754417]
iteration = 190 , objective = 0.6733571374040199, inputs = [1.006410785115346, 1.070386652601634], constraints = [0.42435652828025117]
iteration = 191 , objective = 0.6733571240186924, inputs = [1.0064108000165073, 1.070386652601634], constraints = [0.4243565424091292]
iteration = 192 , objective = 0.6733571451924865, inputs = [1.006410785115346, 1.070386667502795], constraints = [0.4243564701201025]
iteration = 193 , objective = 0.6664845718831326, inputs = [1.3, 1.071724816453545], constraints = [0.10542867447559405]
iteration = 194 , objective = 0.6659989154574673, inputs = [1.1571440718195802, 1.071073686815839], constraints = [0.2687758005954718]
iteration = 195 , objective = 0.668242149603233, inputs = [1.0861209298930405, 1.070749967154636], constraints = [0.34492159224652413]
iteration = 196 , objective = 0.6702233190761115, inputs = [1.0493409350008056, 1.0705823259159837], constraints = [0.38248818158602843]
iteration = 197 , objective = 0.6715339266651478, inputs = [1.0297800922547584, 1.0704931686467498], constraints = [0.4018532543810803]
iteration = 198 , objective = 0.6723227131193765, inputs = [1.019210092927587, 1.070444991158282], constraints = [0.4121204605977006]
iteration = 199 , objective = 0.6727778665821156, inputs = [1.0134450275422737, 1.070418714300307], constraints = [0.41765871363681994]
iteration = 200 , objective = 0.6730349000718743, inputs = [1.0102839406949122, 1.0704043062364632], constraints = [0.42067683002398826]
iteration = 201 , objective = 0.673178523828413, inputs = [1.0085456245894284, 1.0703963830851428], constraints = [0.42233082708512737]
iteration = 202 , objective = 0.6732583262180931, inputs = [1.0075881630991015, 1.0703920190271632], constraints = [0.4232401050665814]
iteration = 203 , objective = 0.6733025322286863, inputs = [1.0070603237209206, 1.0703896131636652], constraints = [0.42374085026499464]
iteration = 204 , objective = 0.6733025188683408, inputs = [1.0070603386220818, 1.0703896131636652], constraints = [0.42374086433358527]
iteration = 205 , objective = 0.6733025381763357, inputs = [1.0070603237209206, 1.0703896280648264], constraints = [0.423740796369891]
iteration = 206 , objective = 0.6733025501178134, inputs = [1.0070603237209206, 1.0703896131636652], constraints = [0.4237408088787904]
iteration = 207 , objective = 0.6733025223388395, inputs = [1.0070603386220818, 1.0703896131636652], constraints = [0.4237408515631602]
iteration = 208 , objective = 0.6733025291258804, inputs = [1.0070603237209206, 1.0703896280648264], constraints = [0.423740817307971]
iteration = 209 , objective = 0.6733025315675463, inputs = [1.0070603237209206, 1.0703896131636652], constraints = [0.42374085179453264]
iteration = 210 , objective = 0.6733025221610209, inputs = [1.0070603386220818, 1.0703896131636652], constraints = [0.4237408567148221]
iteration = 211 , objective = 0.6733025248172184, inputs = [1.0070603237209206, 1.0703896280648264], constraints = [0.42374082727599005]
iteration = 212 , objective = 0.6664840345475299, inputs = [1.3, 1.0717733659753845], constraints = [0.10530724127159383]
iteration = 213 , objective = 0.6659944847441016, inputs = [1.157442380898137, 1.0710999696339607], constraints = [0.26838001792134664]
iteration = 214 , objective = 0.668222602397747, inputs = [1.0865699388931362, 1.0707651910128346], constraints = [0.3444172687052623]
iteration = 215 , objective = 0.6701909324797598, inputs = [1.0498723043609886, 1.0705918431904695], constraints = [0.3819354791727271]
iteration = 216 , objective = 0.6714928165118312, inputs = [1.0303589418230943, 1.070499668341979], constraints = [0.4012755672633348]
iteration = 217 , objective = 0.6722760220146956, inputs = [1.0198171192453311, 1.070449872162718], constraints = [0.4115286097161675]
iteration = 218 , objective = 0.6727278776164916, inputs = [1.0140690666900285, 1.0704227202112093], constraints = [0.41705791830848865]
iteration = 219 , objective = 0.6729829665657133, inputs = [1.0109182326114345, 1.0704078366844338], constraints = [0.4200704132426012]
iteration = 220 , objective = 0.6731254572304534, inputs = [1.009186084550462, 1.0703996545741095], constraints = [0.4217208686897557]
iteration = 221 , objective = 0.6732046041132417, inputs = [1.0082323193967226, 1.0703951492942854], constraints = [0.4226279294002911]
iteration = 222 , objective = 0.6732484326701044, inputs = [1.0077066849034313, 1.0703926663660004], constraints = [0.42312729922591674]
iteration = 223 , objective = 0.6732484193369063, inputs = [1.0077066998045925, 1.0703926663660004], constraints = [0.42312731322923386]
iteration = 224 , objective = 0.6732484365514647, inputs = [1.0077066849034313, 1.0703926812671616], constraints = [0.42312725011698976]
iteration = 225 , objective = 0.6732484526312313, inputs = [1.0077066849034313, 1.0703926663660004], constraints = [0.4231272530485212]
iteration = 226 , objective = 0.6732484228166308, inputs = [1.0077066998045925, 1.0703926663660004], constraints = [0.423127299920414]
iteration = 227 , objective = 0.6732484291864145, inputs = [1.0077066849034313, 1.0703926812671616], constraints = [0.4231272671550455]
iteration = 228 , objective = 0.673248431504282, inputs = [1.0077066849034313, 1.0703926663660004], constraints = [0.4231273019228887]
iteration = 229 , objective = 0.6732484306663616, inputs = [1.0077066998045925, 1.0703926663660004], constraints = [0.42312729360551204]
iteration = 230 , objective = 0.6732484343153424, inputs = [1.0077066849034313, 1.0703926812671616], constraints = [0.42312726447143656]
iteration = 231 , objective = 0.6664835645450643, inputs = [1.3, 1.0718160017578795], constraints = [0.10520059282990102]
iteration = 232 , objective = 0.6659899739114313, inputs = [1.1577395749413846, 1.071123258245142], constraints = [0.2679935009529739]
iteration = 233 , objective = 0.6682030936118303, inputs = [1.087017424051136, 1.0707788735632047], constraints = [0.34391867191435177]
iteration = 234 , objective = 0.6701587215199419, inputs = [1.05040180883394, 1.0706005721846157], constraints = [0.38138657980264035]
iteration = 235 , objective = 0.6714519913444376, inputs = [1.0309356002779044, 1.0705057806100142], constraints = [0.40070071903841936]
iteration = 236 , objective = 0.6722296946697708, inputs = [1.0204216726317328, 1.0704545825683434], constraints = [0.4109391431976426]
iteration = 237 , objective = 0.6726783049157536, inputs = [1.0146904113055748, 1.0704266739345694], constraints = [0.416459311368691]
iteration = 238 , objective = 0.6729314833469332, inputs = [1.0115496678695697, 1.07041137994371], constraints = [0.419466110162885]
iteration = 239 , objective = 0.6730728624214615, inputs = [1.0098235750267326, 1.0704029746572872], constraints = [0.4211130028019801]
iteration = 240 , objective = 0.6731513671451161, inputs = [1.0088734305075915, 1.070398347885987], constraints = [0.42201784623207517]
iteration = 241 , objective = 0.6731948264252453, inputs = [1.0083499514783654, 1.0703957987814037], constraints = [0.4225158473943472]
iteration = 242 , objective = 0.6731948131197307, inputs = [1.0083499663795266, 1.0703957987814037], constraints = [0.4225158613311848]
iteration = 243 , objective = 0.6731948284302772, inputs = [1.0083499514783654, 1.0703958136825649], constraints = [0.42251580263166266]
iteration = 244 , objective = 0.673194793028399, inputs = [1.0083499514783654, 1.0703957987814037], constraints = [0.4225159246495631]
